artikul,mehsul_adi,aciqlama,ilkin_qiymet,kataloq_qiymeti,anbar_qiymeti,saticilara_ozel_endirimli_qiymet,mehsul_bali
12018,"Üz üçün canlandırıcı parça maska ""Panda""","Üz üçün canlandırıcı parça maska ""Panda"" - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080204-061412?sponsornumber=733560909&page=15",6.89,3.29,2.44,,0.74
3670,"Bütün dəri tipləri üçün misellyar su ""Oksigenli nəfəs"" Oxiology","Bütün dəri tipləri üçün misellyar su ""Oksigenli nəfəs"" Oxiology - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080202-059222?sponsornumber=733560909&page=15",11.99,5.99,4.44,,2.69
3281,Saçlar üçün intensiv rəngaçıcı,Saçlar üçün intensiv rəngaçıcı - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01070102-049793?sponsornumber=733560909&page=15,16.79,8.39,6.21,,1.88
3672,"Yağlı və qarışıq dəri üçün misellyar su ""Oksigenli nəfəs"" Oxiology","Yağlı və qarışıq dəri üçün misellyar su ""Oksigenli nəfəs"" Oxiology - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080202-000433?sponsornumber=733560909&page=15",11.99,9.09,6.73,3.92,4.08
3364,Uşaqlar üçün bədən və saç aromatik suyu,Uşaqlar üçün bədən və saç aromatik suyu - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/0103-052329?sponsornumber=733560909&page=15,7.19,4.79,3.55,,2.15
910556,Üz dərisinə qulluq dəsti üçün dəyişkənli fırça,Üz dərisinə qulluq dəsti üçün dəyişkənli fırça - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/02060507-062524?sponsornumber=733560909&page=15,2.79,1.89,1.4,,0.42
910555,Üz dərisinə qulluq dəsti,Üz dərisinə qulluq dəsti - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/02060507-062523?sponsornumber=733560909&page=15,55.19,41.39,30.66,,9.29
27000,Parıltılı saç lakı Volume & Style,Parıltılı saç lakı Volume & Style - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01070201-046221?sponsornumber=733560909&page=15,11.99,9.09,6.73,,4.08
3671,"Bərpaedici aktiv sprey ""Əfsanəvi oksigen""","Bərpaedici aktiv sprey ""Əfsanəvi oksigen"" - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080202-059223?sponsornumber=733560909&page=15",7.19,2.89,2.14,,0.65
3531,"Oksigenli yuyunma köpüyü ""Əfsanəvi oksigen""","Oksigenli yuyunma köpüyü ""Əfsanəvi oksigen"" - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080202-058510?sponsornumber=733560909&page=15",23.99,10.79,7.99,,4.84
3529,"Çoxfunksional oksigenli balzam ""Əfsanəvi oksigen""","Çoxfunksional oksigenli balzam ""Əfsanəvi oksigen"" - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080201-055242?sponsornumber=733560909&page=15",28.79,14.39,10.66,,6.46
3717,"Göz ətrafı dərisi üçün krem-gel ""Oksigenli nəmləndirmə"" Oxiology","Göz ətrafı dərisi üçün krem-gel ""Oksigenli nəmləndirmə"" Oxiology - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080203-054127?sponsornumber=733560909&page=15",9.59,4.79,3.55,,2.15
3697,"Göz ətrafı dərisi üçün krem ""Oksigenli parıltı"" Oxiology","Göz ətrafı dərisi üçün krem ""Oksigenli parıltı"" Oxiology - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080203-054124?sponsornumber=733560909&page=16",9.59,5.29,3.92,,2.38
3688,"Makiyajı təmizləmək üçün süd ""Oksigenli nəfəs"" Oxiology","Makiyajı təmizləmək üçün süd ""Oksigenli nəfəs"" Oxiology - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080202-054115?sponsornumber=733560909&page=16",9.59,5.29,3.92,,2.38
3685,"Üz üçün zərif tokin ""Oksigenli nəfəs"" Oxiology","Üz üçün zərif tokin ""Oksigenli nəfəs"" Oxiology - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080202-054112?sponsornumber=733560909&page=16",9.59,5.69,4.21,,2.55
3684,"Makiajı gözlərdən təmizləmək üçün ikifazalı vasitə ""Oksigenli nəfəs"" Oxiology","Makiajı gözlərdən təmizləmək üçün ikifazalı vasitə ""Oksigenli nəfəs"" Oxiology - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080202-054111?sponsornumber=733560909&page=16",9.59,5.29,3.92,,2.38
3683,"Təmizləyici yuyunma geli ""Oksigenli nəfəs Oxiology","Təmizləyici yuyunma geli ""Oksigenli nəfəs Oxiology - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080202-054110?sponsornumber=733560909&page=16",11.99,5.99,4.44,,2.69
3720,"Gecə üz kremi ""Oksigenli balans"" Oxiology","Gecə üz kremi ""Oksigenli balans"" Oxiology - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080201-054130?sponsornumber=733560909&page=16",11.99,5.99,4.44,,2.69
3718,"Gündüz üz kremi ""Oksigenli balans"" Oxiology","Gündüz üz kremi ""Oksigenli balans"" Oxiology - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080201-054128?sponsornumber=733560909&page=16",11.99,5.99,4.44,,2.69
3699,"Gecə üz kremi ""Oksigenli nəmləndirmə"" Oxiology","Gecə üz kremi ""Oksigenli nəmləndirmə"" Oxiology - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080201-054126?sponsornumber=733560909&page=16",11.99,5.99,4.44,,2.69
3698,"Gündüz üz krem-flüidi ""Oksigenli nəmləndirmə"" Oxiology","Gündüz üz krem-flüidi ""Oksigenli nəmləndirmə"" Oxiology - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080201-054125?sponsornumber=733560909&page=16",11.99,5.99,4.44,,2.69
3694,"Gündüz üz kremi ""Oksigenli parıltı"" Oxiology","Gündüz üz kremi ""Oksigenli parıltı"" Oxiology - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080201-054121?sponsornumber=733560909&page=16",14.39,7.89,5.84,,3.54
3692,"Gecə üz kremi ""Oksigenli qidalandırma"" Oxiology","Gecə üz kremi ""Oksigenli qidalandırma"" Oxiology - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080201-054119?sponsornumber=733560909&page=16",11.99,5.99,4.44,,2.69
3691,"Gündüz üz kremi ""Oksigenli qidalandırma"" Oxiology","Gündüz üz kremi ""Oksigenli qidalandırma"" Oxiology - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080201-054118?sponsornumber=733560909&page=16",11.99,5.99,4.44,,2.69
3397,"Duş geli ""Çiyələkli makarun"" Beauty Cafe","Duş geli ""Çiyələkli makarun"" Beauty Cafe - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010603-054078?sponsornumber=733560909&page=16",11.99,5.99,4.44,,1.35
3393,"Duş geli ""Moruqlu milfey"" Beauty Cafe","Duş geli ""Moruqlu milfey"" Beauty Cafe - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010603-054072?sponsornumber=733560909&page=16",11.99,5.99,4.44,,1.35
3392,"Vanna köpüyü ""Çiyələkli makarun"" Beauty Cafe","Vanna köpüyü ""Çiyələkli makarun"" Beauty Cafe - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010603-054071?sponsornumber=733560909&page=16",11.99,5.99,4.44,,1.35
910539,"Sabun hissəcikləri ilə kisə ""Armudlu parfe"" Beauty Cafe","Sabun hissəcikləri ilə kisə ""Armudlu parfe"" Beauty Cafe - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011008-061615?sponsornumber=733560909&page=16",15.19,10.49,7.77,4.59,2.35
3687,"Absorbasiyaedici üz toniki ""Oksigenli nəfəs"" Oxiology","Absorbasiyaedici üz toniki ""Oksigenli nəfəs"" Oxiology - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080202-054114?sponsornumber=733560909&page=16",9.59,7.19,5.33,3.1,3.23
3530,"Oksigenli göz qapaqları kremi ""Əfsanəvi oksigen""","Oksigenli göz qapaqları kremi ""Əfsanəvi oksigen"" - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080203-058420?sponsornumber=733560909&page=16",14.39,10.79,7.99,,4.84
3719,"Matlaşdırıcı üz BB-kremi ""Oksigenli balans"" Oxiology","Matlaşdırıcı üz BB-kremi ""Oksigenli balans"" Oxiology - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080201-054129?sponsornumber=733560909&page=16",19.19,11.49,8.51,,5.16
3696,"Üz üçün çoxfunksional BB-krem ""Oksigenli parıltı"" Oxiology","Üz üçün çoxfunksional BB-krem ""Oksigenli parıltı"" Oxiology - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080201-054123?sponsornumber=733560909&page=16",19.19,11.49,8.51,,5.16
3396,"Duş geli ""Portağallı merenqa"" Beauty Cafe","Duş geli ""Portağallı merenqa"" Beauty Cafe - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010603-054077?sponsornumber=733560909&page=17",11.99,9.09,6.73,,4.08
3395,"Duş geli ""Armudlu parfe"" Beauty Cafe","Duş geli ""Armudlu parfe"" Beauty Cafe - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010603-054075?sponsornumber=733560909&page=17",11.99,9.09,6.73,,4.08
1789,"Böyümənin zərdab-aktivatoru ""Kirpiklər və qaşlar üçün xoşbəxtlik"" Expert","Böyümənin zərdab-aktivatoru ""Kirpiklər və qaşlar üçün xoşbəxtlik"" Expert - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080203-050898?sponsornumber=733560909&page=17",19.19,9.59,7.1,,4.3
12009,Gündüz kremi SPF 50 Expert,Gündüz kremi SPF 50 Expert - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080101-056367?sponsornumber=733560909&page=17,21.59,16.29,12.07,,7.32
12020,Üz və bədən üçün nəmləndirici mist Oceanum,Üz və bədən üçün nəmləndirici mist Oceanum - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080503-059182?sponsornumber=733560909&page=17,7.19,4.29,3.18,,1.93
12008,Aktiv gecə bəyazladıcı kremi Expert,Aktiv gecə bəyazladıcı kremi Expert - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080201-056369?sponsornumber=733560909&page=17,19.19,9.59,7.1,,4.3
12035,Ani parlaqlaşdırıcı effektli krem SPF 15 Expert,Ani parlaqlaşdırıcı effektli krem SPF 15 Expert - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080201-058534?sponsornumber=733560909&page=17,21.59,16.29,12.07,,7.32
12034,Bəyazladəcə krem SPF 15 Expert,Bəyazladəcə krem SPF 15 Expert - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080201-058533?sponsornumber=733560909&page=17,21.59,16.29,12.07,,7.32
12007,TXA-pilinq Expert,TXA-pilinq Expert - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080201-056368?sponsornumber=733560909&page=17,23.99,16.79,12.44,,7.54
3614,"Kinkon və naringi çiçəyi ilə duş geli ""Güc və enerji"" Botanica","Kinkon və naringi çiçəyi ilə duş geli ""Güc və enerji"" Botanica - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010603-054084?sponsornumber=733560909&page=17",9.59,4.29,3.18,,0.96
12013,Vitaminli bədən misti «Yuzu və marakuya» Vitamania,Vitaminli bədən misti «Yuzu və marakuya» Vitamania - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080503-058516?sponsornumber=733560909&page=17,5.29,4.09,3.03,,1.84
1368,Pedikür üçün aktiv gel-keratolitik Expert Pharma,Pedikür üçün aktiv gel-keratolitik Expert Pharma - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010804-043830?sponsornumber=733560909&page=17,4.79,2.39,1.77,,0.54
41160,"Dodaq balzamı ""Moruqlu Kitti"" Glam Kitty","Dodaq balzamı ""Moruqlu Kitti"" Glam Kitty - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01020201-055141?sponsornumber=733560909&page=17",8.29,4.09,3.03,,0.92
60019,Dırnaq və kutikullar üçün monarda yağı,Dırnaq və kutikullar üçün monarda yağı - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01020402-055494?sponsornumber=733560909&page=17,10.79,5.49,4.07,,1.23
1931,2-si 1-də şampun-balzam Expert Hair,2-si 1-də şampun-balzam Expert Hair - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01070302-056106?sponsornumber=733560909&page=17,14.39,7.19,5.33,,1.62
3535,Qadınlar üçün parfümləşdirilmiş dezodorant-sprey Jemma El Fna,Qadınlar üçün parfümləşdirilmiş dezodorant-sprey Jemma El Fna - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010602-051631?sponsornumber=733560909&page=17,8.59,4.29,3.18,,0.96
3266,Uşaqlar üçün intim gigiyena geli Umooo 3+,Uşaqlar üçün intim gigiyena geli Umooo 3+ - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010603-052320?sponsornumber=733560909&page=17,9.59,4.29,3.18,,0.96
1399,Büst üçün möhkəmləndirici krem Expert,Büst üçün möhkəmləndirici krem Expert - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080502-044528?sponsornumber=733560909&page=17,16.79,8.39,6.21,,3.76
1441,Duş geli «Okean» Samba del Rio,Duş geli «Okean» Samba del Rio - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010603-050016?sponsornumber=733560909&page=17,11.99,9.09,6.73,3.62,4.08
1440,Duş geli «Cəngəllik» Samba del Rio,Duş geli «Cəngəllik» Samba del Rio - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010603-050015?sponsornumber=733560909&page=17,11.99,9.09,6.73,3.62,4.08
1439,Duş geli «Çimərlik» Samba del Rio,Duş geli «Çimərlik» Samba del Rio - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010603-050014?sponsornumber=733560909&page=18,11.99,9.09,6.73,3.62,4.08
20010,17-si 1-də Expert saç krem-spreyi,17-si 1-də Expert saç krem-spreyi - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01070301-053435?sponsornumber=733560909&page=18,9.59,5.29,3.92,,2.38
1770,"Şampun ""Saçların böyüməsi"" Expert","Şampun ""Saçların böyüməsi"" Expert - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01070303-052513?sponsornumber=733560909&page=18",14.39,7.19,5.33,,1.62
88001,Qadınlar üçün parfümləşdirilmiş duş geli Tavarua,Qadınlar üçün parfümləşdirilmiş duş geli Tavarua - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010603-037781?sponsornumber=733560909&page=18,8.59,4.29,3.18,,0.96
3399,Expert davamlı krem-boyasının çalarlar palitrası,Expert davamlı krem-boyasının çalarlar palitrası - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01070101-053336?sponsornumber=733560909&page=18,,11.99,11.99,,0.0
910520,Təraş üçün dəyişkənli kasetlər,Təraş üçün dəyişkənli kasetlər - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011008-056135?sponsornumber=733560909&page=18,20.69,12.39,9.18,,2.78
910519,Kopakt təraşedici,Kopakt təraşedici - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/011008-056134?sponsornumber=733560909&page=18,19.29,10.99,8.14,,2.47
6788,Göz qapaqlarının ani korreksiyası üçün liftinq-zolaqlar It’s Collagen,Göz qapaqlarının ani korreksiyası üçün liftinq-zolaqlar It’s Collagen - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010207-054941?sponsornumber=733560909&page=18,8.29,2.59,1.92,,0.58
3384,Vitaminli maye əl sabunu «Ananas və laym» Vitamania,Vitaminli maye əl sabunu «Ananas və laym» Vitamania - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010603-054067?sponsornumber=733560909&page=18,8.39,4.09,3.03,,0.92
3382,Vitaminli maye əl sabunu «Manqo və papaya» Vitamania,Vitaminli maye əl sabunu «Manqo və papaya» Vitamania - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010603-054065?sponsornumber=733560909&page=18,8.39,4.09,3.03,,0.92
3381,Vitaminli maye əl sabunu «Qarpız və yemiş» Vitamania,Vitaminli maye əl sabunu «Qarpız və yemiş» Vitamania - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010603-054064?sponsornumber=733560909&page=18,8.39,4.09,3.03,,0.92
3380,İsidici maska «Saçların böyüməsi»,İsidici maska «Saçların böyüməsi» - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01070302-052424?sponsornumber=733560909&page=18,9.59,5.69,4.21,,1.28
88618,Parfümləşdirilmiş duş geli Valkyrie,Parfümləşdirilmiş duş geli Valkyrie - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010603-037785?sponsornumber=733560909&page=18,8.59,4.29,3.18,,0.96
910427,Elektrik diş fırçası üçün baçlıqar dəsti Expert,Elektrik diş fırçası üçün baçlıqar dəsti Expert - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010207-044877?sponsornumber=733560909&page=18,10.99,8.29,6.14,,1.86
910426,Elektrik diş fırçası Expert,Elektrik diş fırçası Expert - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010207-044876?sponsornumber=733560909&page=18,82.79,55.19,40.88,,12.39
1570,Gündüz üz kremi Illuminating Skin,Gündüz üz kremi Illuminating Skin - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080201-050944?sponsornumber=733560909&page=18,49.69,35.89,26.59,16.36,16.12
1572,Üz üçün zərdab Luxury Accord,Üz üçün zərdab Luxury Accord - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080203-050947?sponsornumber=733560909&page=18,49.69,35.89,26.59,,16.12
1571,Gecə üz kremi Golden Recovery,Gecə üz kremi Golden Recovery - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080201-050946?sponsornumber=733560909&page=18,49.69,35.89,26.59,16.36,16.12
1573,Göz qapaqları üçün krem Glow Intensive,Göz qapaqları üçün krem Glow Intensive - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080203-050948?sponsornumber=733560909&page=18,35.89,27.59,20.44,,12.39
1576,Yuyuma üçün süd Silky Touch,Yuyuma üçün süd Silky Touch - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080202-050953?sponsornumber=733560909&page=18,33.09,24.79,18.36,,11.13
2976,"Qidalandırıcı əl kremi ""Çiyələkli marakun"" Beauty Cafe","Qidalandırıcı əl kremi ""Çiyələkli marakun"" Beauty Cafe - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/010803-050292?sponsornumber=733560909&page=19",5.29,2.59,1.92,,0.58
6801,Təraş köpüyü 8 Element,Təraş köpüyü 8 Element - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/0104-049669?sponsornumber=733560909&page=19,14.39,7.19,5.33,,1.62
1359,Gürzə zəhəri ilə bədən geli Expert Pharma,Gürzə zəhəri ilə bədən geli Expert Pharma - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080502-043829?sponsornumber=733560909&page=19,19.19,9.59,7.1,,4.3
40841,Dodaq balzam-tinti «Çiyələkli süd» Glam Kitty,Dodaq balzam-tinti «Çiyələkli süd» Glam Kitty - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01020205-004882?sponsornumber=733560909&page=19,10.99,5.49,4.07,,1.23
1383,Göz qapaqları üçün krem Elasty Eye Filler,Göz qapaqları üçün krem Elasty Eye Filler - Faberlic rəsmi məhsulu. Keçid: https://faberlic.com/az/az/product/01080203-043864?sponsornumber=733560909&page=19,9.59,7.19,5.33,,3.23
